Textbox46
Quantidade de registros: 612

dsArea1,anoAplicacao1,notaFinalPonderada1,dsQuestao1,dsQuestao_Abrev1,notafinal_Questao1,dsItemVerificacao1,dsItemVerificacao_Abrev1,notaFinal_ItemVerificacao1,dsQuestaoAuxiliar1,notaFinal_QuestaoAuxiliar,nmEntidadeVinculada,dsTipoResposta
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para o registro individualizado do processo de aprendizagem dos estudantes da rede municipal de ensino?,Acompanhamento das aprendizagens,"6,30",A unidade educacional dispõe de prática de registro do processo de aprendizagem dos estudantes de forma individualizada e qualitativa?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município possui processo estabelecido para a realização de ações que visem a facilitar a adaptação e a assegurar a continuidade de aprendizagem das crianças durante o processo de transição entre etapas e fases da educação básica?,Transição entre etapas e fases,"8,00","A unidade educacional realiza anualmente ações direcionadas às crianças e às suas famílias durante o processo de transição entre a pré-escola e os anos iniciais do ensino fundamental, visando ao acolhimento e à adaptação das crianças na nova instituição e/ou etapa de ensino?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município acompanha continuamente os resultados educacionais e oferta apoio pedagógico e administrativo às unidades educacionais da rede municipal de ensino?,Acompanhamento da secretaria,"2,80",A secretaria municipal de educação dispõe de cronograma de visitas de equipes técnicas às unidades educacionais da rede municipal de ensino para acompanhamento do trabalho pedagógico?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município acompanha continuamente os resultados educacionais e oferta apoio pedagógico e administrativo às unidades educacionais da rede municipal de ensino?,Acompanhamento da secretaria,"2,80",Há plano de ação elaborado pela secretaria de educação (ou com a participação desta) com metas definidas para redução da defasagem de aprendizagem de alunos da unidade educacional?,"5,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70",O Município oferta Atendimento Educacional Especializado (AEE) para os alunos público-alvo da educação especial de 0 a 3 anos (creche) matriculados nas classes comuns do ensino regular na rede municipal de ensino?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município acompanha continuamente os resultados educacionais e oferta apoio pedagógico e administrativo às unidades educacionais da rede municipal de ensino?,Acompanhamento da secretaria,"2,80","O plano de ação para redução da defasagem de aprendizagem abrange, no mínimo, as disciplinas de língua portuguesa e matemática? ","5,00",BOSCO E M DOM EI EF,NÃO (DEPENDÊNCIA)
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para realizar o mapeamento das aprendizagens e a identificação de defasagens dos estudantes de ensino fundamental da rede municipal de ensino?,Avaliações diagnósticas,"1,00","O Município dispõe de relatório com os resultados consolidados das avaliações diagnósticas aplicadas, com informações detalhadas por escola, turma, disciplina e descritor/habilidade?","0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO (DEPENDÊNCIA)
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70","O Município conta com equipe multidisciplinar para auxiliar no âmbito do processo avaliativo de alunos que apresentem indicativos de deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação no âmbito da rede municipal de ensino?","10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município acompanha continuamente os resultados educacionais e oferta apoio pedagógico e administrativo às unidades educacionais da rede municipal de ensino?,Acompanhamento da secretaria,"2,80",O Município possui plano de ação para redução da defasagem de aprendizagem com metas definidas por escola e série?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70",O Município oferta Atendimento Educacional Especializado (AEE) para os alunos público-alvo da educação especial dos anos iniciais do ensino fundamental matriculados nas classes comuns do ensino regular na rede municipal de ensino?,"10,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para o registro individualizado do processo de aprendizagem dos estudantes da rede municipal de ensino?,Acompanhamento das aprendizagens,"6,30",O Município dispõe de ato normativo que regulamente a sistemática de registro qualitativo e individualizado do processo de aprendizagem dos estudantes da rede municipal?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para o registro individualizado do processo de aprendizagem dos estudantes da rede municipal de ensino?,Acompanhamento das aprendizagens,"6,30",O registro qualitativo e individualizado do processo de aprendizagem é realizado para todos os estudantes matriculados?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para o registro individualizado do processo de aprendizagem dos estudantes da rede municipal de ensino?,Acompanhamento das aprendizagens,"6,30",As escolas de ensino fundamental da rede municipal realizam o registro qualitativo e individualizado do processo de aprendizagem dos estudantes a cada período letivo?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para realizar o mapeamento das aprendizagens e a identificação de defasagens dos estudantes de ensino fundamental da rede municipal de ensino?,Avaliações diagnósticas,"1,00","A avaliação diagnóstica aplicada contemplou, no mínimo, os componentes curriculares de língua portuguesa e matemática?","0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO (DEPENDÊNCIA)
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município acompanha continuamente os resultados educacionais e oferta apoio pedagógico e administrativo às unidades educacionais da rede municipal de ensino?,Acompanhamento da secretaria,"2,80","O plano de ação para redução da defasagem de aprendizagem abrange, no mínimo, as disciplinas de língua portuguesa e matemática? ","5,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município possui processo estabelecido para a realização de ações que visem a facilitar a adaptação e a assegurar a continuidade de aprendizagem das crianças durante o processo de transição entre etapas e fases da educação básica?,Transição entre etapas e fases,"8,00","A unidade educacional realiza anualmente ações direcionadas às crianças e às suas famílias durante o processo de transição entre os anos iniciais e os anos finais do ensino fundamental, visando ao acolhimento e à adaptação das crianças na nova instituição e rede de ensino?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",As unidades educacionais da rede municipal de ensino ofertam adequadamente ações de reforço/recomposição de aprendizagem aos alunos dos anos iniciais do ensino fundamental?,Reforço/recomposição de aprendizagem,"5,00",Os recursos humanos à disposição da unidade educacional foram suficientes para a oferta de reforço/recomposição de aprendizagem no contraturno a TODOS os estudantes do ensino fundamental diagnosticados com baixo rendimento escolar no ano de 2023?,"5,00",BOSCO E M DOM EI EF,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70","Os alunos público-alvo da educação especial matriculados em classes comuns do ensino regular da unidade educacional recebem Atendimento Educacional Especializado (AEE) em contraturno, ainda que em espaços localizados fora das dependências da instituição (em outra escola, em outro CMEI ou Centro Municipal de Atendimento Educacional Especializado)?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70","A oferta de profissionais psicólogos na equipe multidisciplinar, caso haja, é suficiente para atender a demanda existente?","0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para o registro individualizado do processo de aprendizagem dos estudantes da rede municipal de ensino?,Acompanhamento das aprendizagens,"6,30","No mínimo em periodicidade trimestral, unidade educacional disponibiliza aos pais e responsáveis relatório com a evidenciação do processo de aprendizagem do aluno no período?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",As unidades educacionais da rede municipal de ensino ofertam adequadamente ações de reforço/recomposição de aprendizagem aos alunos dos anos iniciais do ensino fundamental?,Reforço/recomposição de aprendizagem,"5,00",Todos os estudantes do ensino fundamental diagnosticados com baixo rendimento escolar no ano de 2023 foram atendidos em ações de reforço/recomposição de aprendizagem no contraturno?,"5,00",BOSCO E M DOM EI EF,NÃO (DEPENDÊNCIA)
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município acompanha continuamente os resultados educacionais e oferta apoio pedagógico e administrativo às unidades educacionais da rede municipal de ensino?,Acompanhamento da secretaria,"2,80","O plano de ação para redução da defasagem de aprendizagem abrange, no mínimo, as disciplinas de língua portuguesa e matemática? ","0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO (DEPENDÊNCIA)
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",As unidades educacionais da rede municipal de ensino ofertam adequadamente ações de reforço/recomposição de aprendizagem aos alunos dos anos iniciais do ensino fundamental?,Reforço/recomposição de aprendizagem,"5,00",Os recursos humanos à disposição da unidade educacional foram suficientes para a oferta de reforço/recomposição de aprendizagem no contraturno a TODOS os estudantes do ensino fundamental diagnosticados com baixo rendimento escolar no ano de 2023?,"5,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para realizar o mapeamento das aprendizagens e a identificação de defasagens dos estudantes de ensino fundamental da rede municipal de ensino?,Avaliações diagnósticas,"1,00",Todos os alunos de ensino fundamental da escola passaram por avaliação diagnóstica padronizada para o ano de 2023?,"5,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município possui processo estabelecido para a realização de ações que visem a facilitar a adaptação e a assegurar a continuidade de aprendizagem das crianças durante o processo de transição entre etapas e fases da educação básica?,Transição entre etapas e fases,"8,00",A equipe pedagógica da unidade educacional tem acesso a registros de aprendizagem e desenvolvimento das crianças que cursaram a Pré-escola no ano anterior?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",As unidades educacionais da rede municipal de ensino ofertam adequadamente ações de reforço/recomposição de aprendizagem aos alunos dos anos iniciais do ensino fundamental?,Reforço/recomposição de aprendizagem,"5,00",Todos os estudantes do ensino fundamental diagnosticados com baixo rendimento escolar no ano de 2023 foram atendidos em ações de reforço/recomposição de aprendizagem no contraturno?,"5,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município acompanha continuamente os resultados educacionais e oferta apoio pedagógico e administrativo às unidades educacionais da rede municipal de ensino?,Acompanhamento da secretaria,"2,80",Há plano de ação elaborado pela secretaria de educação (ou com a participação desta) com metas definidas para redução da defasagem de aprendizagem de alunos da unidade educacional?,"5,00",BOSCO E M DOM EI EF,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para realizar o mapeamento das aprendizagens e a identificação de defasagens dos estudantes de ensino fundamental da rede municipal de ensino?,Avaliações diagnósticas,"1,00",Todos os alunos de ensino fundamental da escola passaram por avaliação diagnóstica padronizada para o ano de 2023?,"5,00",BOSCO E M DOM EI EF,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",As unidades educacionais da rede municipal de ensino ofertam adequadamente ações de reforço/recomposição de aprendizagem aos alunos dos anos iniciais do ensino fundamental?,Reforço/recomposição de aprendizagem,"5,00",Os recursos físicos e pedagógicos à disposição da unidade educacional foram suficientes para a oferta de reforço/recomposição de aprendizagem no contraturno a TODOS os estudantes do ensino fundamental diagnosticados com baixo rendimento escolar no ano de 2023?,"5,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70",O Município dispõe de ato normativo municipal que estabeleça critérios para solicitação de profissional de apoio educacional especializado?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para realizar o mapeamento das aprendizagens e a identificação de defasagens dos estudantes de ensino fundamental da rede municipal de ensino?,Avaliações diagnósticas,"1,00",O Município dispõe de ato normativo que regulamente a sistemática de avaliação diagnóstica padronizada para todo o ensino fundamental?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para o registro individualizado do processo de aprendizagem dos estudantes da rede municipal de ensino?,Acompanhamento das aprendizagens,"6,30",O registro qualitativo e individualizado do processo de aprendizagem é realizado em periodicidade trimestral ou inferior?,"10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para realizar o mapeamento das aprendizagens e a identificação de defasagens dos estudantes de ensino fundamental da rede municipal de ensino?,Avaliações diagnósticas,"1,00",O Município aplicou avaliação diagnóstica padronizada para todos os alunos do ensino fundamental para o ano de 2023?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processo estabelecido para o registro individualizado do processo de aprendizagem dos estudantes da rede municipal de ensino?,Acompanhamento das aprendizagens,"6,30","O registro qualitativo e individualizado do processo de aprendizagem evidencia o progresso dos estudantes, no mínimo, quanto às habilidades/descritores de Língua Portuguesa e Matemática??","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70","Os alunos público-alvo da educação especial matriculados em classes comuns do ensino regular da unidade educacional recebem Atendimento Educacional Especializado (AEE) em contraturno, ainda que em espaços localizados fora das dependências da instituição (em outra escola, em outro CMEI ou Centro Municipal de Atendimento Educacional Especializado)?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70","A oferta de profissionais fonoaudiólogos na equipe multidisciplinar, caso haja, é suficiente para atender a demanda existente?","0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",As unidades educacionais da rede municipal de ensino ofertam adequadamente ações de reforço/recomposição de aprendizagem aos alunos dos anos iniciais do ensino fundamental?,Reforço/recomposição de aprendizagem,"5,00",Os recursos físicos e pedagógicos à disposição da unidade educacional foram suficientes para a oferta de reforço/recomposição de aprendizagem no contraturno a TODOS os estudantes do ensino fundamental diagnosticados com baixo rendimento escolar no ano de 2023?,"5,00",BOSCO E M DOM EI EF,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",As unidades educacionais da rede municipal de ensino ofertam adequadamente ações de reforço/recomposição de aprendizagem aos alunos dos anos iniciais do ensino fundamental?,Reforço/recomposição de aprendizagem,"5,00",O Município dispõe de ato normativo que regulamente o processo de reforço/recomposição de aprendizagem voltada a estudantes do ensino fundamental com baixo rendimento escolar? ,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município dispõe de processos que favoreçam a identificação e o adequado encaminhamento dos alunos público-alvo da educação especial?,Educação especial,"2,70","A oferta de profissionais especialistas em psicopedagogia na equipe multidisciplinar, caso haja, é suficiente para atender a demanda existente?","0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município possui processo estabelecido para a realização de ações que visem a facilitar a adaptação e a assegurar a continuidade de aprendizagem das crianças durante o processo de transição entre etapas e fases da educação básica?,Transição entre etapas e fases,"8,00","A unidade educacional realiza anualmente ações direcionadas às crianças e às suas famílias durante o processo de transição entre a pré-escola e os anos iniciais do ensino fundamental, visando ao acolhimento e à adaptação das crianças na nova instituição e/ou etapa de ensino?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2023,"4,66",O Município dispõe de práticas pedagógicas que favoreçam o processo de aprendizagem dos estudantes da rede municipal de ensino?,Práticas pedagógicas,"4,30",O Município possui processo estabelecido para a realização de ações que visem a facilitar a adaptação e a assegurar a continuidade de aprendizagem das crianças durante o processo de transição entre etapas e fases da educação básica?,Transição entre etapas e fases,"8,00",O Município dispõe de ato normativo que estabeleça ações que visem a facilitar a adaptação e assegurar a continuidade da aprendizagem dos estudantes durante os períodos de transição entre as etapas e fases da educação básica?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",As unidades educacionais da rede municipal de ensino dispõem de professores e dos demais profissionais da educação necessários para o desenvolvimento adequado de suas atividades?,Necessidade de profissionais,"5,70","De acordo com o levantamento realizado sobre a necessidade de profissionais de educação para o ano de 2022, a unidade educacional dispõe de profissionais de apoio, tradutores ou intérpretes necessários para o atendimento das necessidades específicas de seus alunos com deficiência nas classes comuns do ensino regular?","0,00",ANJO DA GUARDA C M E I,NÃO
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",As unidades educacionais da rede municipal de ensino dispõem de professores e dos demais profissionais da educação necessários para o desenvolvimento adequado de suas atividades?,Necessidade de profissionais,"5,70",O Município elaborou levantamento sobre a necessidade de profissionais da educação nas unidades educacionais da rede municipal de ensino para o ano de 2022?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",O Município dispõe de processo estabelecido para a escolha dos diretores(as) das unidades educacionais da rede municipal de ensino que considere a participação da comunidade escolar?,Processo de escolha dos diretores,"0,00",A regulamentação municipal estabelece como requisito para exercício do cargo de diretor(a) das unidades educacionais da educação infantil a realização de capacitação inicial em gestão escolar?,"0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO (DEPENDÊNCIA)
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",As unidades educacionais da rede municipal de ensino dispõem de professores e dos demais profissionais da educação necessários para o desenvolvimento adequado de suas atividades?,Necessidade de profissionais,"5,70","De acordo com o levantamento realizado sobre a necessidade de profissionais de educação para o ano de 2022, a unidade educacional dispõe de professores em quantidade suficiente para todas as disciplinas oferecidas?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",A política de formação continuada da rede municipal de ensino favorece a oferta de ações de capacitação que atendam às necessidades dos profissionais da educação do Município?,Formação continuada,"6,20","Os professores da unidade educacional participam regularmente de ações de formação continuada em serviço, cujo conteúdo abranja as dificuldades e desafios que os profissionais encontram em sua rotina na sala de aula?","10,00",BOSCO E M DOM EI EF,SIM
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",O Município realiza ações voltadas para a atenção à saúde dos profissionais da educação da rede municipal de ensino?,Atenção à saúde dos profissionais,"0,00","O Município disponibiliza e incentiva, aos profissionais da educação da rede municipal de ensino, atividades coletivas regulares que visem à melhoria da qualidade de vida, tais como terapia em grupo, educação física, meditação, caminhada, ginástica laboral etc.?","0,00",SECRETARIA MUNICIPAL DE EDUCAÇÃO,NÃO
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",Os professores da rede municipal de ensino possuem formação adequada?,Formação inicial,"10,00","Todos os professores da unidade educacional possuem, no mínimo, ensino médio completo?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",As unidades educacionais da rede municipal de ensino dispõem de professores e dos demais profissionais da educação necessários para o desenvolvimento adequado de suas atividades?,Necessidade de profissionais,"5,70","De acordo com o levantamento realizado sobre a necessidade de profissionais de educação para o ano de 2022, a unidade educacional dispõe de profissionais administrativos (auxiliares de administração, auxiliares de serviços gerais, preparadores de merenda etc.) em quantidade suficiente para o desenvolvimento adequado de suas atividades?","0,00",ANJO DA GUARDA C M E I,NÃO
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",As unidades educacionais da rede municipal de ensino dispõem de instrumentos e práticas para assegurar a continuidade do processo de aprendizagem dos alunos durante a ocorrência de faltas dos professores?,Absenteísmo docente,"8,80",A unidade educacional dispõe de professor(es) substituto(s)/eventual(is) em quantidade suficiente para a continuidade do processo de aprendizagem dos alunos durante a ocorrência de faltas dos professores?,"5,00",BOSCO E M DOM EI EF,NÃO
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",Os professores da rede municipal de ensino possuem formação adequada?,Formação inicial,"10,00","Todos os professores da unidade educacional possuem formação específica de nível superior, obtida em curso de licenciatura na área de conhecimento em que atuam?","10,00",ANJO DA GUARDA C M E I,SIM
Educação,2022,"4,86",A política de gestão de pessoas do Município na área da educação favorece a oferta de profissionais em quantidade suficiente e com as características necessárias para o desempenho de atividades nas unidades educacionais da rede municipal de ensino?  ,Gestão de pessoas,"5,10",O Município dispõe de processo estabelecido para a escolha dos diretores(as) das unidades educacionais da rede municipal de ensino que considere a participação da comunidade escolar?,Processo de escolha dos diretores,"0,00","O(a) atual diretor(a) da unidade educacional foi selecionado(a) em processo de eleição que envolveu a participação da comunidade escolar (no mínimo, pais e professores)?","0,00",BOSCO E M DOM EI EF,NÃO
